"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"39","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/39?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:67 @ 7b27fe76",""
"40","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/40?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:66 @ 7b27fe76",""
"41","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/41?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:44 @ 7b27fe76",""
"42","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/42?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:43 @ 7b27fe76",""
"43","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/43?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:42 @ 7b27fe76",""
"44","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/44?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/webwolf/FileServer.java:78 @ 7b27fe76",""
"45","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/45?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/webwolf/FileServer.java:79 @ 7b27fe76",""
"46","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/46?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson4.java:41 @ 7b27fe76",""
"47","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/47?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10b.java:63 @ 7b27fe76",""
"48","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/48?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:63 @ 7b27fe76",""
"49","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/49?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:85 @ 7b27fe76",""
"50","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/50?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java:68 @ 7b27fe76",""
"51","active","Insertion of sensitive information into log files (java/sensitive-log)","code","CodeQL","java/sensitive-log","java/sensitive-log","Writing sensitive information to log files can allow that information to be leaked to an attacker more easily.","security,external/cwe/cwe-532","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/51?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java:68 @ 7b27fe76",""
"52","active","Insertion of sensitive information into log files (java/sensitive-log)","code","CodeQL","java/sensitive-log","java/sensitive-log","Writing sensitive information to log files can allow that information to be leaked to an attacker more easily.","security,external/cwe/cwe-532","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/52?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/logging/LogBleedingTask.java:50 @ 7b27fe76",""
"53","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","CodeQL","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/53?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java:55 @ 7b27fe76",""
"54","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","CodeQL","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/54?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/container/WebSecurityConfig.java:78 @ 7b27fe76",""
"55","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/55?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java:71 @ 7b27fe76",""
"56","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/56?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java:60 @ 7b27fe76",""
"57","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/57?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java:65 @ 7b27fe76",""
"58","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/58?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java:76 @ 7b27fe76",""
"59","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/59?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson4.java:62 @ 7b27fe76",""
"60","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/60?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/container/users/UserService.java:52 @ 7b27fe76",""
"61","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/61?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/Servers.java:73 @ 7b27fe76",""
"62","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/62?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java:69 @ 7b27fe76",""
"63","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/63?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java:78 @ 7b27fe76",""
"64","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-11-03T19:59:48Z","2023-11-03T19:59:48Z","","",,"30","255","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/64?branch=refs/heads/security-extended","octodemo-felickz","java-synthetics","WebGoat","refs/heads/security-extended",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java:158 @ 7b27fe76",""
